citation,doi,url,summary_of_paper_topic,theme_name,theme_description
"Titlestad KB, Lindeman SK, Lund H, Dyregrov K (2020) How Do Drug-Death-Bereaved Parents Adjust to Life Without the Deceased? A Qualitative Study. Omega--Journal of Death and Dying 84(1): 283-303.",10.1177/0030222820923168,https://pmc.ncbi.nlm.nih.gov/articles/PMC7418270/,Drug-death-bereaved parents' adjustment to life,Proactive Coping,"Four active sets of strategies: cognitive strategies, communication strategies, craving knowledge, and returning to day-to-day activities."
"Titlestad KB, Lindeman SK, Lund H, Dyregrov K (2020) How Do Drug-Death-Bereaved Parents Adjust to Life Without the Deceased? A Qualitative Study. Omega--Journal of Death and Dying 84(1): 283-303.",10.1177/0030222820923168,https://pmc.ncbi.nlm.nih.gov/articles/PMC7418270/,Drug-death-bereaved parents' adjustment to life,Giving and Receiving Support and Assistance,"Reflects external circumstances that parents experienced which strengthened their ability to adjust to life, as well as reactions to lack of help. Close networks were most helpful, though networks narrowed over time."
"Spillane A, Larkin C, Corcoran P, Matvienko-Sikar K, Riordan F, Arensman E (2019) How suicide-bereaved family members experience the inquest process: a qualitative study using thematic analysis. International Journal of Qualitative Studies on Health and Well-being 14(1): 1563430.",10.1080/17482631.2018.1563430,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352946/,Suicide-bereaved family members' inquest experiences,Inquest as fearfully unknown,"A sense of foreboding or apprehension of the inquest largely driven by a lack of information about the inquest and its processes."
"Spillane A, Larkin C, Corcoran P, Matvienko-Sikar K, Riordan F, Arensman E (2019) How suicide-bereaved family members experience the inquest process: a qualitative study using thematic analysis. International Journal of Qualitative Studies on Health and Well-being 14(1): 1563430.",10.1080/17482631.2018.1563430,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352946/,Suicide-bereaved family members' inquest experiences,Structural processes of the inquest,"Participants found some structural aspects of the inquest distressing, such as the timing and having to hear graphic evidence about the circumstances of the death."
"Spillane A, Larkin C, Corcoran P, Matvienko-Sikar K, Riordan F, Arensman E (2019) How suicide-bereaved family members experience the inquest process: a qualitative study using thematic analysis. International Journal of Qualitative Studies on Health and Well-being 14(1): 1563430.",10.1080/17482631.2018.1563430,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352946/,Suicide-bereaved family members' inquest experiences,Enduring public and private pain to obtain answers,"Participants found the public nature of the inquest distressing. Many felt inquests should be private, especially given the very personal nature of information shared about the deceased."
"Spillane A, Larkin C, Corcoran P, Matvienko-Sikar K, Riordan F, Arensman E (2019) How suicide-bereaved family members experience the inquest process: a qualitative study using thematic analysis. International Journal of Qualitative Studies on Health and Well-being 14(1): 1563430.",10.1080/17482631.2018.1563430,https://pmc.ncbi.nlm.nih.gov/articles/PMC6352946/,Suicide-bereaved family members' inquest experiences,Gaining answers and making sense,"Participants sometimes obtained clarity about their family member's death, providing closure through learning new information and understanding the nature of the death."
"Thedinga HK, Zehl R, Thiel A (2024) Exploring Changes in Barriers and Facilitators for Physical Activity during the Retirement Transition: A Qualitative Interview Study Based on the Behavior Change Wheel. International Journal of Environmental Research and Public Health 21(9): 1221.",10.3390/ijerph21091221,https://pmc.ncbi.nlm.nih.gov/articles/PMC11419837/,Physical activity barriers and facilitators during retirement transition,Changes in time availability and time structure,"Increased free time led to procrastination for some, while others appreciated more time for sports and flexibility to plan activities based on weather conditions."
"Thedinga HK, Zehl R, Thiel A (2024) Exploring Changes in Barriers and Facilitators for Physical Activity during the Retirement Transition: A Qualitative Interview Study Based on the Behavior Change Wheel. International Journal of Environmental Research and Public Health 21(9): 1221.",10.3390/ijerph21091221,https://pmc.ncbi.nlm.nih.gov/articles/PMC11419837/,Physical activity barriers and facilitators during retirement transition,Emotional/mental changes,"Barriers included belief that reduced PA is allowed after retirement. Facilitators included how decreased feeling of being useful (identity as a working person is lost) leads to uptake of new activities."
"Thedinga HK, Zehl R, Thiel A (2024) Exploring Changes in Barriers and Facilitators for Physical Activity during the Retirement Transition: A Qualitative Interview Study Based on the Behavior Change Wheel. International Journal of Environmental Research and Public Health 21(9): 1221.",10.3390/ijerph21091221,https://pmc.ncbi.nlm.nih.gov/articles/PMC11419837/,Physical activity barriers and facilitators during retirement transition,Social changes,"More time spent with grandchildren competes for time for physical activity, while increased desire to expand social network and more active time with family serve as facilitators."
"Reinke LF, Slatore CG, Uman J, Udris EM, Moss BR, Engelberg RA, Au DH (2015) Patient-Clinician Communication About End-of-Life Care Topics: Is Anyone Talking to Patients With Chronic Obstructive Pulmonary Disease? Journal of Palliative Medicine 18(2): 130-136.",10.1089/jpm.2014.0181,https://pmc.ncbi.nlm.nih.gov/articles/PMC4298987/,Unmet healthcare needs in hospitalized COPD patients,Understanding of Disease (Diagnosis Severity and Prognosis),"Most participants could correctly identify their diagnosis as COPD and perceived that it was worsening over time."
"Reinke LF, Slatore CG, Uman J, Udris EM, Moss BR, Engelberg RA, Au DH (2015) Patient-Clinician Communication About End-of-Life Care Topics: Is Anyone Talking to Patients With Chronic Obstructive Pulmonary Disease? Journal of Palliative Medicine 18(2): 130-136.",10.1089/jpm.2014.0181,https://pmc.ncbi.nlm.nih.gov/articles/PMC4298987/,Unmet healthcare needs in hospitalized COPD patients,Uncontrolled Symptoms,"Breathlessness was universal. Cough, pain, and fatigue were present in greater than half of participants."
"Reinke LF, Slatore CG, Uman J, Udris EM, Moss BR, Engelberg RA, Au DH (2015) Patient-Clinician Communication About End-of-Life Care Topics: Is Anyone Talking to Patients With Chronic Obstructive Pulmonary Disease? Journal of Palliative Medicine 18(2): 130-136.",10.1089/jpm.2014.0181,https://pmc.ncbi.nlm.nih.gov/articles/PMC4298987/,Unmet healthcare needs in hospitalized COPD patients,Physical Limitations,"Physical activities were identified as challenging by all participants. Every action must be planned, and everyday activities were difficult."
"Reinke LF, Slatore CG, Uman J, Udris EM, Moss BR, Engelberg RA, Au DH (2015) Patient-Clinician Communication About End-of-Life Care Topics: Is Anyone Talking to Patients With Chronic Obstructive Pulmonary Disease? Journal of Palliative Medicine 18(2): 130-136.",10.1089/jpm.2014.0181,https://pmc.ncbi.nlm.nih.gov/articles/PMC4298987/,Unmet healthcare needs in hospitalized COPD patients,Emotional Distress,"Feelings of depression and anxiety were described by participants. These manifested as annoyance, irritability, disappointment, worry, fear, and frustration."
"Reinke LF, Slatore CG, Uman J, Udris EM, Moss BR, Engelberg RA, Au DH (2015) Patient-Clinician Communication About End-of-Life Care Topics: Is Anyone Talking to Patients With Chronic Obstructive Pulmonary Disease? Journal of Palliative Medicine 18(2): 130-136.",10.1089/jpm.2014.0181,https://pmc.ncbi.nlm.nih.gov/articles/PMC4298987/,Unmet healthcare needs in hospitalized COPD patients,Social Isolation,"Most participants identified social limitation due to their lung disease, often being confined to their homes and lonely."
"Reinke LF, Slatore CG, Uman J, Udris EM, Moss BR, Engelberg RA, Au DH (2015) Patient-Clinician Communication About End-of-Life Care Topics: Is Anyone Talking to Patients With Chronic Obstructive Pulmonary Disease? Journal of Palliative Medicine 18(2): 130-136.",10.1089/jpm.2014.0181,https://pmc.ncbi.nlm.nih.gov/articles/PMC4298987/,Unmet healthcare needs in hospitalized COPD patients,Concerns about the Future,"Half of the participants were fearful about their future, suffering, loss of independence, missing family milestones, and death."
"Hyland ME, Whalley B, Jones RC, Sherwin N (2016) Asthma can take over your life but having the right support makes that easier to deal with: Informing research priorities by exploring the barriers and facilitators to asthma control. Chronic Illness 12(3): 225-237.",10.1177/1742395315625940,https://pmc.ncbi.nlm.nih.gov/articles/PMC5142329/,Barriers and facilitators to asthma control,Attitudes and knowledge,"Healthcare professionals' and others' perceived and experienced attitudes towards patients with asthma and their knowledge about the condition."
"Hyland ME, Whalley B, Jones RC, Sherwin N (2016) Asthma can take over your life but having the right support makes that easier to deal with: Informing research priorities by exploring the barriers and facilitators to asthma control. Chronic Illness 12(3): 225-237.",10.1177/1742395315625940,https://pmc.ncbi.nlm.nih.gov/articles/PMC5142329/,Barriers and facilitators to asthma control,Costs,"Financial barriers including prescription charges affecting medication access and adherence."
"Hyland ME, Whalley B, Jones RC, Sherwin N (2016) Asthma can take over your life but having the right support makes that easier to deal with: Informing research priorities by exploring the barriers and facilitators to asthma control. Chronic Illness 12(3): 225-237.",10.1177/1742395315625940,https://pmc.ncbi.nlm.nih.gov/articles/PMC5142329/,Barriers and facilitators to asthma control,Environmental factors and triggers,"Weather, allergens, and other environmental triggers affecting asthma symptoms and control."
"Hyland ME, Whalley B, Jones RC, Sherwin N (2016) Asthma can take over your life but having the right support makes that easier to deal with: Informing research priorities by exploring the barriers and facilitators to asthma control. Chronic Illness 12(3): 225-237.",10.1177/1742395315625940,https://pmc.ncbi.nlm.nih.gov/articles/PMC5142329/,Barriers and facilitators to asthma control,Healthcare systems,"Timely access to care, follow up and continuity, communication, and obtaining medication within healthcare systems."
"Hyland ME, Whalley B, Jones RC, Sherwin N (2016) Asthma can take over your life but having the right support makes that easier to deal with: Informing research priorities by exploring the barriers and facilitators to asthma control. Chronic Illness 12(3): 225-237.",10.1177/1742395315625940,https://pmc.ncbi.nlm.nih.gov/articles/PMC5142329/,Barriers and facilitators to asthma control,Lifestyle factors,"Inconvenience and time constraints, exercise participation, and dietary factors affecting asthma management."
